Cat	Human	Pig	Rabbit	Rat	Dog	Sheep
ENSFCAG00000030078_Cat(Cat)	ENSG00000132823_Human(Human)	ENSSSCG00000022714_Pig(Pig)	ENSOCUG00000004094_Rabbit(Rabbit)	ENSRNOG00000008297_Rat(Rat)	ENSCAFG00000030579_Dog(Dog)	ENSOARG00000003781_Sheep(Sheep)
ENSFCAG00000012929_Cat(Cat)	ENSG00000053254_Human(Human)	ENSSSCG00000002429_Pig(Pig)	ENSOCUG00000004392_Rabbit(Rabbit)	ENSRNOG00000004709_Rat(Rat)	ENSCAFG00000011068_Dog(Dog)	ENSOARG00000003363_Sheep(Sheep)
ENSFCAG00000013362_Cat(Cat)	ENSG00000068912_Human(Human)	ENSSSCG00000008414_Pig(Pig)	ENSOCUG00000014412_Rabbit(Rabbit)	ENSRNOG00000007283_Rat(Rat)	ENSCAFG00000002724_Dog(Dog)	ENSOARG00000004003_Sheep(Sheep)
ENSFCAG00000006297_Cat(Cat)	ENSG00000174231_Human(Human)	ENSSSCG00000017817_Pig(Pig)	ENSOCUG00000000081_Rabbit(Rabbit)	ENSRNOG00000003495_Rat(Rat)	ENSCAFG00000019221_Dog(Dog)	ENSOARG00000013312_Sheep(Sheep)
ENSFCAG00000005284_Cat(Cat)	ENSG00000178028_Human(Human)	ENSSSCG00000034096_Pig(Pig)	ENSOCUG00000003630_Rabbit(Rabbit)	ENSRNOG00000019407_Rat(Rat)	ENSCAFG00000004811_Dog(Dog)	ENSOARG00000000801_Sheep(Sheep)
ENSFCAG00000001126_Cat(Cat)	ENSG00000109943_Human(Human)	ENSSSCG00000015137_Pig(Pig)	ENSOCUG00000013086_Rabbit(Rabbit)	ENSRNOG00000008153_Rat(Rat)	ENSCAFG00000011705_Dog(Dog)	ENSOARG00000018699_Sheep(Sheep)
ENSFCAG00000003782_Cat(Cat)	ENSG00000094755_Human(Human)	ENSSSCG00000021902_Pig(Pig)	ENSOCUG00000008191_Rabbit(Rabbit)	ENSRNOG00000032417_Rat(Rat)	ENSCAFG00000016945_Dog(Dog)	ENSOARG00000003297_Sheep(Sheep)
ENSFCAG00000030227_Cat(Cat)	ENSG00000118689_Human(Human)	ENSSSCG00000004387_Pig(Pig)	ENSOCUG00000010471_Rabbit(Rabbit)	ENSRNOG00000000299_Rat(Rat)	ENSCAFG00000003783_Dog(Dog)	ENSOARG00000010741_Sheep(Sheep)
ENSFCAG00000029293_Cat(Cat)	ENSG00000137462_Human(Human)	ENSSSCG00000009002_Pig(Pig)	ENSOCUG00000003367_Rabbit(Rabbit)	ENSRNOG00000009822_Rat(Rat)	ENSCAFG00000008351_Dog(Dog)	ENSOARG00000015044_Sheep(Sheep)
ENSFCAG00000005203_Cat(Cat)	ENSG00000139278_Human(Human)	ENSSSCG00000000519_Pig(Pig)	ENSOCUG00000003921_Rabbit(Rabbit)	ENSRNOG00000026644_Rat(Rat)	ENSCAFG00000000525_Dog(Dog)	ENSOARG00000014795_Sheep(Sheep)
ENSFCAG00000031143_Cat(Cat)	ENSG00000115875_Human(Human)	ENSSSCG00000008484_Pig(Pig)	ENSOCUG00000004087_Rabbit(Rabbit)	ENSRNOG00000027360_Rat(Rat)	ENSCAFG00000029620_Dog(Dog)	ENSOARG00000008771_Sheep(Sheep)
ENSFCAG00000008185_Cat(Cat)	ENSG00000135525_Human(Human)	ENSSSCG00000039049_Pig(Pig)	ENSOCUG00000025456_Rabbit(Rabbit)	ENSRNOG00000012701_Rat(Rat)	ENSCAFG00000000247_Dog(Dog)	ENSOARG00000000249_Sheep(Sheep)
ENSFCAG00000012430_Cat(Cat)	ENSG00000149311_Human(Human)	ENSSSCG00000025606_Pig(Pig)	ENSOCUG00000014663_Rabbit(Rabbit)	ENSRNOG00000029773_Rat(Rat)	ENSCAFG00000014454_Dog(Dog)	ENSOARG00000011894_Sheep(Sheep)
ENSFCAG00000006708_Cat(Cat)	ENSG00000175893_Human(Human)	ENSSSCG00000035730_Pig(Pig)	ENSOCUG00000010367_Rabbit(Rabbit)	ENSRNOG00000010484_Rat(Rat)	ENSCAFG00000001532_Dog(Dog)	ENSOARG00000013900_Sheep(Sheep)
ENSFCAG00000007990_Cat(Cat)	ENSG00000146425_Human(Human)	ENSSSCG00000033107_Pig(Pig)	ENSOCUG00000013012_Rabbit(Rabbit)	ENSRNOG00000018207_Rat(Rat)	ENSCAFG00000000657_Dog(Dog)	ENSOARG00000004402_Sheep(Sheep)
ENSFCAG00000001551_Cat(Cat)	ENSG00000152495_Human(Human)	ENSSSCG00000037019_Pig(Pig)	ENSOCUG00000026741_Rabbit(Rabbit)	ENSRNOG00000020478_Rat(Rat)	ENSCAFG00000007379_Dog(Dog)	ENSOARG00000000184_Sheep(Sheep)
ENSFCAG00000010086_Cat(Cat)	ENSG00000155886_Human(Human)	ENSSSCG00000005167_Pig(Pig)	ENSOCUG00000002462_Rabbit(Rabbit)	ENSRNOG00000008169_Rat(Rat)	ENSCAFG00000001623_Dog(Dog)	ENSOARG00000014276_Sheep(Sheep)
ENSFCAG00000001789_Cat(Cat)	ENSG00000189350_Human(Human)	ENSSSCG00000008534_Pig(Pig)	ENSOCUG00000003887_Rabbit(Rabbit)	ENSRNOG00000026344_Rat(Rat)	ENSCAFG00000005258_Dog(Dog)	ENSOARG00000019585_Sheep(Sheep)
ENSFCAG00000015313_Cat(Cat)	ENSG00000124818_Human(Human)	ENSSSCG00000027863_Pig(Pig)	ENSOCUG00000009406_Rabbit(Rabbit)	ENSRNOG00000012689_Rat(Rat)	ENSCAFG00000002097_Dog(Dog)	ENSOARG00000012033_Sheep(Sheep)
ENSFCAG00000045546_Cat(Cat)	ENSG00000119862_Human(Human)	ENSSSCG00000030005_Pig(Pig)	ENSOCUG00000013957_Rabbit(Rabbit)	ENSRNOG00000005464_Rat(Rat)	ENSCAFG00000031586_Dog(Dog)	ENSOARG00000020166_Sheep(Sheep)
ENSFCAG00000005757_Cat(Cat)	ENSG00000132478_Human(Human)	ENSSSCG00000017201_Pig(Pig)	ENSOCUG00000014994_Rabbit(Rabbit)	ENSRNOG00000006600_Rat(Rat)	ENSCAFG00000004925_Dog(Dog)	ENSOARG00000009548_Sheep(Sheep)
ENSFCAG00000046702_Cat(Cat)	ENSG00000178233_Human(Human)	ENSSSCG00000040047_Pig(Pig)	ENSOCUG00000024837_Rabbit(Rabbit)	ENSRNOG00000019958_Rat(Rat)	ENSCAFG00000001986_Dog(Dog)	ENSOARG00000009559_Sheep(Sheep)
ENSFCAG00000012160_Cat(Cat)	ENSG00000145860_Human(Human)	ENSSSCG00000017043_Pig(Pig)	ENSOCUG00000009000_Rabbit(Rabbit)	ENSRNOG00000004602_Rat(Rat)	ENSCAFG00000017296_Dog(Dog)	ENSOARG00000012978_Sheep(Sheep)
ENSFCAG00000035628_Cat(Cat)	ENSG00000183495_Human(Human)	ENSSSCG00000028018_Pig(Pig)	ENSOCUG00000006855_Rabbit(Rabbit)	ENSRNOG00000037483_Rat(Rat)	ENSCAFG00000006377_Dog(Dog)	ENSOARG00000012480_Sheep(Sheep)
ENSFCAG00000024111_Cat(Cat)	ENSG00000149201_Human(Human)	ENSSSCG00000014917_Pig(Pig)	ENSOCUG00000007318_Rabbit(Rabbit)	ENSRNOG00000033733_Rat(Rat)	ENSCAFG00000004449_Dog(Dog)	ENSOARG00000004326_Sheep(Sheep)
ENSFCAG00000003022_Cat(Cat)	ENSG00000203972_Human(Human)	ENSSSCG00000033245_Pig(Pig)	ENSOCUG00000006111_Rabbit(Rabbit)	ENSRNOG00000050990_Rat(Rat)	ENSCAFG00000002127_Dog(Dog)	ENSOARG00000012194_Sheep(Sheep)
ENSFCAG00000006557_Cat(Cat)	ENSG00000132692_Human(Human)	ENSSSCG00000006477_Pig(Pig)	ENSOCUG00000026133_Rabbit(Rabbit)	ENSRNOG00000018798_Rat(Rat)	ENSCAFG00000016712_Dog(Dog)	ENSOARG00000006170_Sheep(Sheep)
ENSFCAG00000044420_Cat(Cat)	ENSG00000099864_Human(Human)	ENSSSCG00000039575_Pig(Pig)	ENSOCUG00000027078_Rabbit(Rabbit)	ENSRNOG00000009760_Rat(Rat)	ENSCAFG00000019698_Dog(Dog)	ENSOARG00000009223_Sheep(Sheep)
ENSFCAG00000010923_Cat(Cat)	ENSG00000134489_Human(Human)	ENSSSCG00000003714_Pig(Pig)	ENSOCUG00000001327_Rabbit(Rabbit)	ENSRNOG00000016887_Rat(Rat)	ENSCAFG00000018162_Dog(Dog)	ENSOARG00000007300_Sheep(Sheep)
ENSFCAG00000006929_Cat(Cat)	ENSG00000126522_Human(Human)	ENSSSCG00000007738_Pig(Pig)	ENSOCUG00000009253_Rabbit(Rabbit)	ENSRNOG00000000903_Rat(Rat)	ENSCAFG00000010332_Dog(Dog)	ENSOARG00000000670_Sheep(Sheep)
ENSFCAG00000005308_Cat(Cat)	ENSG00000137727_Human(Human)	ENSSSCG00000015015_Pig(Pig)	ENSOCUG00000013948_Rabbit(Rabbit)	ENSRNOG00000025624_Rat(Rat)	ENSCAFG00000014221_Dog(Dog)	ENSOARG00000013551_Sheep(Sheep)
ENSFCAG00000001949_Cat(Cat)	ENSG00000182095_Human(Human)	ENSSSCG00000022553_Pig(Pig)	ENSOCUG00000000980_Rabbit(Rabbit)	ENSRNOG00000024482_Rat(Rat)	ENSCAFG00000016034_Dog(Dog)	ENSOARG00000003179_Sheep(Sheep)
ENSFCAG00000013390_Cat(Cat)	ENSG00000183255_Human(Human)	ENSSSCG00000031249_Pig(Pig)	ENSOCUG00000027970_Rabbit(Rabbit)	ENSRNOG00000001223_Rat(Rat)	ENSCAFG00000014422_Dog(Dog)	ENSOARG00000012316_Sheep(Sheep)
ENSFCAG00000022569_Cat(Cat)	ENSG00000244754_Human(Human)	ENSSSCG00000009341_Pig(Pig)	ENSOCUG00000008952_Rabbit(Rabbit)	ENSRNOG00000001108_Rat(Rat)	ENSCAFG00000006376_Dog(Dog)	ENSOARG00000011001_Sheep(Sheep)
ENSFCAG00000030589_Cat(Cat)	ENSG00000117362_Human(Human)	ENSSSCG00000028297_Pig(Pig)	ENSOCUG00000009037_Rabbit(Rabbit)	ENSRNOG00000023816_Rat(Rat)	ENSCAFG00000011777_Dog(Dog)	ENSOARG00000020782_Sheep(Sheep)
ENSFCAG00000028315_Cat(Cat)	ENSG00000164062_Human(Human)	ENSSSCG00000011385_Pig(Pig)	ENSOCUG00000004990_Rabbit(Rabbit)	ENSRNOG00000029572_Rat(Rat)	ENSCAFG00000011449_Dog(Dog)	ENSOARG00000013387_Sheep(Sheep)
ENSFCAG00000041859_Cat(Cat)	ENSG00000138182_Human(Human)	ENSSSCG00000010457_Pig(Pig)	ENSOCUG00000002468_Rabbit(Rabbit)	ENSRNOG00000018929_Rat(Rat)	ENSCAFG00000007178_Dog(Dog)	ENSOARG00000015503_Sheep(Sheep)
ENSFCAG00000003037_Cat(Cat)	ENSG00000146054_Human(Human)	ENSSSCG00000037835_Pig(Pig)	ENSOCUG00000003233_Rabbit(Rabbit)	ENSRNOG00000002469_Rat(Rat)	ENSCAFG00000028630_Dog(Dog)	ENSOARG00000007223_Sheep(Sheep)
ENSFCAG00000008576_Cat(Cat)	ENSG00000128274_Human(Human)	ENSSSCG00000026962_Pig(Pig)	ENSOCUG00000006673_Rabbit(Rabbit)	ENSRNOG00000009736_Rat(Rat)	ENSCAFG00000000946_Dog(Dog)	ENSOARG00000019031_Sheep(Sheep)
ENSFCAG00000012695_Cat(Cat)	ENSG00000141956_Human(Human)	ENSSSCG00000012084_Pig(Pig)	ENSOCUG00000023837_Rabbit(Rabbit)	ENSRNOG00000001620_Rat(Rat)	ENSCAFG00000010223_Dog(Dog)	ENSOARG00000010468_Sheep(Sheep)
ENSFCAG00000015439_Cat(Cat)	ENSG00000128285_Human(Human)	ENSSSCG00000000074_Pig(Pig)	ENSOCUG00000017616_Rabbit(Rabbit)	ENSRNOG00000018895_Rat(Rat)	ENSCAFG00000001143_Dog(Dog)	ENSOARG00000020388_Sheep(Sheep)
ENSFCAG00000043102_Cat(Cat)	ENSG00000138061_Human(Human)	ENSSSCG00000033844_Pig(Pig)	ENSOCUG00000016164_Rabbit(Rabbit)	ENSRNOG00000040287_Rat(Rat)	ENSCAFG00000006164_Dog(Dog)	ENSOARG00000009090_Sheep(Sheep)
ENSFCAG00000025193_Cat(Cat)	ENSG00000138592_Human(Human)	ENSSSCG00000004639_Pig(Pig)	ENSOCUG00000003686_Rabbit(Rabbit)	ENSRNOG00000010729_Rat(Rat)	ENSCAFG00000015145_Dog(Dog)	ENSOARG00000020988_Sheep(Sheep)
ENSFCAG00000004113_Cat(Cat)	ENSG00000112992_Human(Human)	ENSSSCG00000016877_Pig(Pig)	ENSOCUG00000001269_Rabbit(Rabbit)	ENSRNOG00000026842_Rat(Rat)	ENSCAFG00000018546_Dog(Dog)	ENSOARG00000008573_Sheep(Sheep)
ENSFCAG00000004814_Cat(Cat)	ENSG00000170471_Human(Human)	ENSSSCG00000007345_Pig(Pig)	ENSOCUG00000010536_Rabbit(Rabbit)	ENSRNOG00000014836_Rat(Rat)	ENSCAFG00000008947_Dog(Dog)	ENSOARG00000018960_Sheep(Sheep)
ENSFCAG00000045824_Cat(Cat)	ENSG00000118523_Human(Human)	ENSSSCG00000004192_Pig(Pig)	ENSOCUG00000002835_Rabbit(Rabbit)	ENSRNOG00000015036_Rat(Rat)	ENSCAFG00000029442_Dog(Dog)	ENSOARG00000014240_Sheep(Sheep)
ENSFCAG00000015185_Cat(Cat)	ENSG00000186191_Human(Human)	ENSSSCG00000029295_Pig(Pig)	ENSOCUG00000014883_Rabbit(Rabbit)	ENSRNOG00000034174_Rat(Rat)	ENSCAFG00000007356_Dog(Dog)	ENSOARG00000005988_Sheep(Sheep)
ENSFCAG00000014812_Cat(Cat)	ENSG00000183570_Human(Human)	ENSSSCG00000023041_Pig(Pig)	ENSOCUG00000002696_Rabbit(Rabbit)	ENSRNOG00000001245_Rat(Rat)	ENSCAFG00000011907_Dog(Dog)	ENSOARG00000012704_Sheep(Sheep)
ENSFCAG00000028379_Cat(Cat)	ENSG00000150275_Human(Human)	ENSSSCG00000010426_Pig(Pig)	ENSOCUG00000000268_Rabbit(Rabbit)	ENSRNOG00000000606_Rat(Rat)	ENSCAFG00000015538_Dog(Dog)	ENSOARG00000013216_Sheep(Sheep)
ENSFCAG00000010353_Cat(Cat)	ENSG00000023287_Human(Human)	ENSSSCG00000028902_Pig(Pig)	ENSOCUG00000016393_Rabbit(Rabbit)	ENSRNOG00000006833_Rat(Rat)	ENSCAFG00000006819_Dog(Dog)	ENSOARG00000013632_Sheep(Sheep)
ENSFCAG00000014934_Cat(Cat)	ENSG00000138029_Human(Human)	ENSSSCG00000008569_Pig(Pig)	ENSOCUG00000000012_Rabbit(Rabbit)	ENSRNOG00000010800_Rat(Rat)	ENSCAFG00000029395_Dog(Dog)	ENSOARG00000018680_Sheep(Sheep)
ENSFCAG00000004596_Cat(Cat)	ENSG00000188352_Human(Human)	ENSSSCG00000028406_Pig(Pig)	ENSOCUG00000006192_Rabbit(Rabbit)	ENSRNOG00000024402_Rat(Rat)	ENSCAFG00000025256_Dog(Dog)	ENSOARG00000014316_Sheep(Sheep)
ENSFCAG00000014426_Cat(Cat)	ENSG00000171320_Human(Human)	ENSSSCG00000009670_Pig(Pig)	ENSOCUG00000009932_Rabbit(Rabbit)	ENSRNOG00000015921_Rat(Rat)	ENSCAFG00000008378_Dog(Dog)	ENSOARG00000014845_Sheep(Sheep)
ENSFCAG00000004117_Cat(Cat)	ENSG00000155966_Human(Human)	ENSSSCG00000012730_Pig(Pig)	ENSOCUG00000013873_Rabbit(Rabbit)	ENSRNOG00000052572_Rat(Rat)	ENSCAFG00000019094_Dog(Dog)	ENSOARG00000009528_Sheep(Sheep)
ENSFCAG00000019390_Cat(Cat)	ENSG00000113971_Human(Human)	ENSSSCG00000011632_Pig(Pig)	ENSOCUG00000014309_Rabbit(Rabbit)	ENSRNOG00000048978_Rat(Rat)	ENSCAFG00000006362_Dog(Dog)	ENSOARG00000008813_Sheep(Sheep)
ENSFCAG00000007179_Cat(Cat)	ENSG00000198408_Human(Human)	ENSSSCG00000010569_Pig(Pig)	ENSOCUG00000002768_Rabbit(Rabbit)	ENSRNOG00000017822_Rat(Rat)	ENSCAFG00000009930_Dog(Dog)	ENSOARG00000016996_Sheep(Sheep)
ENSFCAG00000011220_Cat(Cat)	ENSG00000165733_Human(Human)	ENSSSCG00000010198_Pig(Pig)	ENSOCUG00000005354_Rabbit(Rabbit)	ENSRNOG00000006576_Rat(Rat)	ENSCAFG00000007114_Dog(Dog)	ENSOARG00000003900_Sheep(Sheep)
ENSFCAG00000014933_Cat(Cat)	ENSG00000084754_Human(Human)	ENSSSCG00000008571_Pig(Pig)	ENSOCUG00000009786_Rabbit(Rabbit)	ENSRNOG00000024629_Rat(Rat)	ENSCAFG00000004267_Dog(Dog)	ENSOARG00000018593_Sheep(Sheep)
ENSFCAG00000013707_Cat(Cat)	ENSG00000198862_Human(Human)	ENSSSCG00000030528_Pig(Pig)	ENSOCUG00000012117_Rabbit(Rabbit)	ENSRNOG00000001602_Rat(Rat)	ENSCAFG00000008609_Dog(Dog)	ENSOARG00000014634_Sheep(Sheep)
ENSFCAG00000005257_Cat(Cat)	ENSG00000141646_Human(Human)	ENSSSCG00000004524_Pig(Pig)	ENSOCUG00000003929_Rabbit(Rabbit)	ENSRNOG00000051965_Rat(Rat)	ENSCAFG00000000164_Dog(Dog)	ENSOARG00000004662_Sheep(Sheep)
ENSFCAG00000025443_Cat(Cat)	ENSG00000113391_Human(Human)	ENSSSCG00000027608_Pig(Pig)	ENSOCUG00000007299_Rabbit(Rabbit)	ENSRNOG00000013844_Rat(Rat)	ENSCAFG00000008064_Dog(Dog)	ENSOARG00000016711_Sheep(Sheep)
ENSFCAG00000005166_Cat(Cat)	ENSG00000138002_Human(Human)	ENSSSCG00000026367_Pig(Pig)	ENSOCUG00000004327_Rabbit(Rabbit)	ENSRNOG00000057813_Rat(Rat)	ENSCAFG00000005048_Dog(Dog)	ENSOARG00000019338_Sheep(Sheep)
ENSFCAG00000009047_Cat(Cat)	ENSG00000120217_Human(Human)	ENSSSCG00000005211_Pig(Pig)	ENSOCUG00000008117_Rabbit(Rabbit)	ENSRNOG00000016112_Rat(Rat)	ENSCAFG00000002120_Dog(Dog)	ENSOARG00000013509_Sheep(Sheep)
ENSFCAG00000009300_Cat(Cat)	ENSG00000069122_Human(Human)	ENSSSCG00000001725_Pig(Pig)	ENSOCUG00000001489_Rabbit(Rabbit)	ENSRNOG00000011154_Rat(Rat)	ENSCAFG00000002054_Dog(Dog)	ENSOARG00000011380_Sheep(Sheep)
ENSFCAG00000010343_Cat(Cat)	ENSG00000106078_Human(Human)	ENSSSCG00000015632_Pig(Pig)	ENSOCUG00000016823_Rabbit(Rabbit)	ENSRNOG00000004281_Rat(Rat)	ENSCAFG00000003438_Dog(Dog)	ENSOARG00000013596_Sheep(Sheep)
ENSFCAG00000045838_Cat(Cat)	ENSG00000114023_Human(Human)	ENSSSCG00000026990_Pig(Pig)	ENSOCUG00000002686_Rabbit(Rabbit)	ENSRNOG00000002255_Rat(Rat)	ENSCAFG00000011890_Dog(Dog)	ENSOARG00000020132_Sheep(Sheep)
ENSFCAG00000019287_Cat(Cat)	ENSG00000181555_Human(Human)	ENSSSCG00000011332_Pig(Pig)	ENSOCUG00000002839_Rabbit(Rabbit)	ENSRNOG00000020915_Rat(Rat)	ENSCAFG00000013392_Dog(Dog)	ENSOARG00000005054_Sheep(Sheep)
ENSFCAG00000015044_Cat(Cat)	ENSG00000143164_Human(Human)	ENSSSCG00000006303_Pig(Pig)	ENSOCUG00000004470_Rabbit(Rabbit)	ENSRNOG00000003078_Rat(Rat)	ENSCAFG00000015343_Dog(Dog)	ENSOARG00000012425_Sheep(Sheep)
ENSFCAG00000004135_Cat(Cat)	ENSG00000111237_Human(Human)	ENSSSCG00000009823_Pig(Pig)	ENSOCUG00000011924_Rabbit(Rabbit)	ENSRNOG00000001274_Rat(Rat)	ENSCAFG00000008481_Dog(Dog)	ENSOARG00000016933_Sheep(Sheep)
ENSFCAG00000029812_Cat(Cat)	ENSG00000151962_Human(Human)	ENSSSCG00000008994_Pig(Pig)	ENSOCUG00000017859_Rabbit(Rabbit)	ENSRNOG00000025823_Rat(Rat)	ENSCAFG00000008473_Dog(Dog)	ENSOARG00000016406_Sheep(Sheep)
ENSFCAG00000014392_Cat(Cat)	ENSG00000153207_Human(Human)	ENSSSCG00000010863_Pig(Pig)	ENSOCUG00000014500_Rabbit(Rabbit)	ENSRNOG00000023541_Rat(Rat)	ENSCAFG00000015937_Dog(Dog)	ENSOARG00000003217_Sheep(Sheep)
ENSFCAG00000016328_Cat(Cat)	ENSG00000215021_Human(Human)	ENSSSCG00000024655_Pig(Pig)	ENSOCUG00000026538_Rabbit(Rabbit)	ENSRNOG00000012999_Rat(Rat)	ENSCAFG00000014439_Dog(Dog)	ENSOARG00000005015_Sheep(Sheep)
ENSFCAG00000013185_Cat(Cat)	ENSG00000139718_Human(Human)	ENSSSCG00000009806_Pig(Pig)	ENSOCUG00000017708_Rabbit(Rabbit)	ENSRNOG00000001337_Rat(Rat)	ENSCAFG00000008167_Dog(Dog)	ENSOARG00000012777_Sheep(Sheep)
ENSFCAG00000003158_Cat(Cat)	ENSG00000137070_Human(Human)	ENSSSCG00000010968_Pig(Pig)	ENSOCUG00000023782_Rabbit(Rabbit)	ENSRNOG00000015068_Rat(Rat)	ENSCAFG00000001951_Dog(Dog)	ENSOARG00000009133_Sheep(Sheep)
ENSFCAG00000015718_Cat(Cat)	ENSG00000163939_Human(Human)	ENSSSCG00000035824_Pig(Pig)	ENSOCUG00000009829_Rabbit(Rabbit)	ENSRNOG00000028227_Rat(Rat)	ENSCAFG00000009084_Dog(Dog)	ENSOARG00000002751_Sheep(Sheep)
ENSFCAG00000000175_Cat(Cat)	ENSG00000182326_Human(Human)	ENSSSCG00000039847_Pig(Pig)	ENSOCUG00000014468_Rabbit(Rabbit)	ENSRNOG00000011971_Rat(Rat)	ENSCAFG00000014346_Dog(Dog)	ENSOARG00000004658_Sheep(Sheep)
ENSFCAG00000007893_Cat(Cat)	ENSG00000126773_Human(Human)	ENSSSCG00000005082_Pig(Pig)	ENSOCUG00000029440_Rabbit(Rabbit)	ENSRNOG00000005568_Rat(Rat)	ENSCAFG00000015592_Dog(Dog)	ENSOARG00000021124_Sheep(Sheep)
ENSFCAG00000039601_Cat(Cat)	ENSG00000065534_Human(Human)	ENSSSCG00000011867_Pig(Pig)	ENSOCUG00000014935_Rabbit(Rabbit)	ENSRNOG00000002215_Rat(Rat)	ENSCAFG00000012119_Dog(Dog)	ENSOARG00000020201_Sheep(Sheep)
ENSFCAG00000010472_Cat(Cat)	ENSG00000176853_Human(Human)	ENSSSCG00000024424_Pig(Pig)	ENSOCUG00000011804_Rabbit(Rabbit)	ENSRNOG00000008271_Rat(Rat)	ENSCAFG00000001027_Dog(Dog)	ENSOARG00000009635_Sheep(Sheep)
ENSFCAG00000024923_Cat(Cat)	ENSG00000146530_Human(Human)	ENSSSCG00000022543_Pig(Pig)	ENSOCUG00000010296_Rabbit(Rabbit)	ENSRNOG00000024709_Rat(Rat)	ENSCAFG00000002308_Dog(Dog)	ENSOARG00000007341_Sheep(Sheep)
ENSFCAG00000015372_Cat(Cat)	ENSG00000138400_Human(Human)	ENSSSCG00000016133_Pig(Pig)	ENSOCUG00000010506_Rabbit(Rabbit)	ENSRNOG00000012891_Rat(Rat)	ENSCAFG00000013438_Dog(Dog)	ENSOARG00000018752_Sheep(Sheep)
ENSFCAG00000018186_Cat(Cat)	ENSG00000064419_Human(Human)	ENSSSCG00000016572_Pig(Pig)	ENSOCUG00000010105_Rabbit(Rabbit)	ENSRNOG00000021758_Rat(Rat)	ENSCAFG00000001543_Dog(Dog)	ENSOARG00000004026_Sheep(Sheep)
ENSFCAG00000014456_Cat(Cat)	ENSG00000162929_Human(Human)	ENSSSCG00000008386_Pig(Pig)	ENSOCUG00000009559_Rabbit(Rabbit)	ENSRNOG00000054669_Rat(Rat)	ENSCAFG00000002989_Dog(Dog)	ENSOARG00000001199_Sheep(Sheep)
ENSFCAG00000031450_Cat(Cat)	ENSG00000147457_Human(Human)	ENSSSCG00000033113_Pig(Pig)	ENSOCUG00000015668_Rabbit(Rabbit)	ENSRNOG00000016939_Rat(Rat)	ENSCAFG00000009217_Dog(Dog)	ENSOARG00000010161_Sheep(Sheep)
ENSFCAG00000005101_Cat(Cat)	ENSG00000068784_Human(Human)	ENSSSCG00000008445_Pig(Pig)	ENSOCUG00000015385_Rabbit(Rabbit)	ENSRNOG00000014720_Rat(Rat)	ENSCAFG00000002554_Dog(Dog)	ENSOARG00000005958_Sheep(Sheep)
ENSFCAG00000003795_Cat(Cat)	ENSG00000187741_Human(Human)	ENSSSCG00000024687_Pig(Pig)	ENSOCUG00000026073_Rabbit(Rabbit)	ENSRNOG00000016706_Rat(Rat)	ENSCAFG00000019813_Dog(Dog)	ENSOARG00000014579_Sheep(Sheep)
ENSFCAG00000002267_Cat(Cat)	ENSG00000074755_Human(Human)	ENSSSCG00000032049_Pig(Pig)	ENSOCUG00000014819_Rabbit(Rabbit)	ENSRNOG00000024535_Rat(Rat)	ENSCAFG00000015219_Dog(Dog)	ENSOARG00000018345_Sheep(Sheep)
ENSFCAG00000022501_Cat(Cat)	ENSG00000012232_Human(Human)	ENSSSCG00000009680_Pig(Pig)	ENSOCUG00000015351_Rabbit(Rabbit)	ENSRNOG00000013581_Rat(Rat)	ENSCAFG00000008284_Dog(Dog)	ENSOARG00000014991_Sheep(Sheep)
ENSFCAG00000026356_Cat(Cat)	ENSG00000214530_Human(Human)	ENSSSCG00000014818_Pig(Pig)	ENSOCUG00000021327_Rabbit(Rabbit)	ENSRNOG00000019491_Rat(Rat)	ENSCAFG00000005663_Dog(Dog)	ENSOARG00000006305_Sheep(Sheep)
ENSFCAG00000026549_Cat(Cat)	ENSG00000160323_Human(Human)	ENSSSCG00000021241_Pig(Pig)	ENSOCUG00000004384_Rabbit(Rabbit)	ENSRNOG00000005780_Rat(Rat)	ENSCAFG00000019776_Dog(Dog)	ENSOARG00000003336_Sheep(Sheep)
ENSFCAG00000006895_Cat(Cat)	ENSG00000176208_Human(Human)	ENSSSCG00000035954_Pig(Pig)	ENSOCUG00000015229_Rabbit(Rabbit)	ENSRNOG00000021903_Rat(Rat)	ENSCAFG00000018481_Dog(Dog)	ENSOARG00000012322_Sheep(Sheep)
ENSFCAG00000035742_Cat(Cat)	ENSG00000157423_Human(Human)	ENSSSCG00000040973_Pig(Pig)	ENSOCUG00000011895_Rabbit(Rabbit)	ENSRNOG00000017178_Rat(Rat)	ENSCAFG00000020167_Dog(Dog)	ENSOARG00000003997_Sheep(Sheep)
ENSFCAG00000026890_Cat(Cat)	ENSG00000066279_Human(Human)	ENSSSCG00000010896_Pig(Pig)	ENSOCUG00000014733_Rabbit(Rabbit)	ENSRNOG00000012318_Rat(Rat)	ENSCAFG00000011403_Dog(Dog)	ENSOARG00000014713_Sheep(Sheep)
ENSFCAG00000025155_Cat(Cat)	ENSG00000125107_Human(Human)	ENSSSCG00000002799_Pig(Pig)	ENSOCUG00000006911_Rabbit(Rabbit)	ENSRNOG00000012271_Rat(Rat)	ENSCAFG00000008426_Dog(Dog)	ENSOARG00000001567_Sheep(Sheep)
ENSFCAG00000000053_Cat(Cat)	ENSG00000198793_Human(Human)	ENSSSCG00000003413_Pig(Pig)	ENSOCUG00000013053_Rabbit(Rabbit)	ENSRNOG00000009615_Rat(Rat)	ENSCAFG00000016648_Dog(Dog)	ENSOARG00000002738_Sheep(Sheep)
